Row Num,Order ID,Customer ID,Customer Name,Product ID,Product Name,Quantity,Total Price,Date
150,5133419,57820,McDonalds,2394206,Aluminum Head Bolt,4,40.0,2023-11-03
151,9927611,57820,Walart,8327493,IronGrip Nuts & Bolts pack,5,1365.0,2023-11-03
152,5844059,57820,Walmart,8473612,Steel Chain,4,756.0,2023-10-25
153,5752183,57820,McDonalds Headquarters,2756483,Truefit Seals,4,16.93698538138138,2023-07-04
154,5924893,19642,Microsolutions Inc,9375732,PivotPlus Hinges,2,6.345046906490468,2023-04-05
155,6813422,57820,McDonalds HQ,2756483,Truefit Seals,5,21.171231726726724,2023-12-24
156,6350786,57820-1,McDonalds New York,1958372,Bracing System,1,577.8234234234234,2023-03-11
157,6701806,19642,Microsolutions,9382754,Safety Lock,3,390.0,2023-03-20
158,6608171,71405-2345234,AppleLosAngeles,9375732,PivotPlus Hinges,2,6.345046906490468,2023-07-29
159,9927611,57820,Walart,2394206,Aluminum Head Bolt,3,30.0,2023-11-03
160,8590830,71405-2345234,AppleLosAngeles,2394206,Aluminum Head Bolt,5,50.0,2023-07-02
161,8590830,71405-2345234,AppleLosAngeles,9375732,PivotPlus Hinges,1,3.172523453245234,2023-07-02
162,5762864,57820,McDonalds HQ,2756483,Truefit Seals,5,21.171231726726724,2023-04-05
163,5180268,57820,Walmart,8473612,Steel Chain,3,567.0,2023-07-18
164,5762864,57820,McDonalds HQ,9382754,Safety Lock,3,390.0,2023-04-05
165,8496128,57820-124124,Walmart Shop,9375732,PivotPlus Hinges,4,12.690093812980937,2023-03-20
166,5780155,71405-13424315134,Atlanta Mc'Donalds,8327493,IronGrip Nuts & Bolts pack,3,819.0,2023-06-17
167,5620500,10539,EKG Technologies,8327493,IronGrip Nuts & Bolts pack,2,546.0,2023-09-30
168,9343673,19642,Microsolutions Inc,8473612,Steel Chain,1,189.0,2023-03-14
169,7639592,57820,McDonalds Headquarters,3958382,Red Clamps,3,36.0,2023-12-24
170,6445654,57820,Walart,8327493,IronGrip Nuts & Bolts pack,3,819.0,2023-12-01
171,9966608,57820,Walart,4206932,Megafix Fastener,2,2.744684684684685,2023-06-14
172,6906394,19642,Microsolutions Inc,9382754,Safety Lock,4,520.0,2023-05-23
173,8281707,10539,MAG Industries,8327493,IronGrip Nuts & Bolts pack,1,273.0,2023-10-20
174,9927611,57820,Walart,2394206,Aluminum Head Bolt,5,50.0,2023-11-03
175,5861924,71405-77,Apple - Grand Central Station,5927583,MaxBond Anchors,2,20.0,2023-03-15
176,5924893,19642,Microsolutions Inc,9375732,PivotPlus Hinges,1,3.172523453245234,2023-04-05
177,5345786,57820,McDonalds HQ,9375732,PivotPlus Hinges,4,12.690093812980937,2023-06-23
178,9063674,10539,EKG Technologies,5927583,MaxBond Anchors,1,10.0,2023-11-25
179,5924893,19642,Microsolutions Inc,2756483,Truefit Seals,4,16.93698538138138,2023-04-05
180,8887432,71405,Apple Headquarters,2064306,Steel Screw,5,0.5,2023-02-03
181,8477139,57820-2,McDonalds Miami,8327493,IronGrip Nuts & Bolts pack,1,273.0,2023-08-13
182,8167890,71405-13424315134,LA Apple Shop,4206932,Megafix Fastener,2,2.744684684684685,2023-06-17
183,6906394,19642,Microsolutions Inc,8327493,IronGrip Nuts & Bolts pack,4,1092.0,2023-05-23
184,9980759,19642,Microsolutions,9375732,PivotPlus Hinges,3,9.517570359735704,2023-05-21
185,5861924,71405-77,Apple - Grand Central Station,8473612,Steel Chain,1,189.0,2023-03-15
186,8781245,57820,McDonalds,8473612,Steel Chain,3,567.0,2023-10-06
187,8935116,57820-124124,Hollywood Walmartt ,9375732,PivotPlus Hinges,2,6.345046906490468,2023-01-31
188,7219967,71405,Apple Headquarters,2756483,Truefit Seals,2,8.46849269069069,2023-03-30
189,6435335,71405-13424315134,Atlanta Mc'Donalds,4206932,Megafix Fastener,3,4.117027027027027,2023-02-01
190,6102609,57820,Mc'Donalds HQ,9375732,PivotPlus Hinges,1,3.172523453245234,2023-02-21
191,6435335,71405-13424315134,Atlanta Mc'Donalds,2756483,Truefit Seals,5,21.171231726726724,2023-02-01
192,6435335,71405-13424315134,Atlanta Mc'Donalds,2064306,Steel Screw,5,0.5,2023-02-01
193,9778952,57820,Mc'Donalds HQ,2064306,Steel Screw,4,0.4,2023-02-19
194,8753548,57820,Mc'Donalds HQ,2756483,Truefit Seals,5,21.171231726726724,2023-06-27
195,6679463,10539,EKG Technologies,8327493,IronGrip Nuts & Bolts pack,4,1092.0,2023-11-14
196,8496128,57820-124124,Walmart Shop,9375732,PivotPlus Hinges,4,12.690093812980937,2023-03-20
197,5345786,57820,McDonalds HQ,4938583,SolidSpan Coupling,1,5.3,2023-06-23
198,9496030,71405-13424315134,Atlanta Mc'Donalds,8473612,Steel Chain,1,189.0,2023-04-25
199,5844059,57820,Walmart,3958382,Red Clamps,2,24.0,2023-10-25
200,8734418,71405,Apple Headquarters,5927583,MaxBond Anchors,4,40.0,2023-02-14
201,5924893,19642,Microsolutions Inc,4206932,Megafix Fastener,4,5.48936936936937,2023-04-05
202,6102609,57820,Mc'Donalds HQ,1958372,Bracing System,3,1733.4702702702702,2023-02-21
203,7275472,71405-2345234,AppleLosAngeles,8473612,Steel Chain,1,189.0,2024-01-27
204,5261351,71405-2345234,AppleLosAngeles,8473612,Steel Chain,5,945.0,2023-04-11
205,9946751,57820-1,McDonalds New York,1958372,Bracing System,2,1155.6468468468468,2023-08-18
206,8781245,57820,McDonalds,4206932,Megafix Fastener,2,2.744684684684685,2023-10-06
207,7735435,19642,Microsolutions,8327493,IronGrip Nuts & Bolts pack,5,1365.0,2023-04-05
208,7219967,71405,Apple Headquarters,8327493,IronGrip Nuts & Bolts pack,4,1092.0,2023-03-30
209,5180268,57820,Walmart,5927583,MaxBond Anchors,5,50.0,2023-07-18
210,6701806,19642,Microsolutions,8473612,Steel Chain,5,945.0,2023-03-20
211,7605777,57820-1,McDonalds New York,4938583,SolidSpan Coupling,2,10.6,2023-12-22
212,9322348,19642,Microsolutions,2394206,Aluminum Head Bolt,2,20.0,2023-05-17
213,7858307,71405-13424315134,Atlanta Mc'Donalds,9382754,Safety Lock,1,130.0,2023-04-30
214,5351424,57820,Walmart,4206932,Megafix Fastener,4,5.48936936936937,2023-08-18
215,6553930,71405-2345234,AppleLosAngeles,2064306,Steel Screw,2,0.2,2023-10-08
216,5046782,57820,Walmart,2394206,Aluminum Head Bolt,1,10.0,2023-10-24
217,9201671,57820,McDonalds,9382754,Safety Lock,4,520.0,2023-02-08
218,5180268,57820,Walmart,8473612,Steel Chain,2,378.0,2023-07-18
219,6608171,71405-2345234,AppleLosAngeles,1958372,Bracing System,4,2311.2936936936935,2023-07-29
220,8675068,19642,Microsolutions,2394206,Aluminum Head Bolt,2,20.0,2023-08-10
221,8874811,71405,Apple Headquarters,3958382,Red Clamps,1,12.0,2023-11-11
222,7858307,71405-13424315134,Atlanta Mc'Donalds,5927583,MaxBond Anchors,4,40.0,2023-04-30
223,7704374,71405-13424315134,LA Apple Shop,1958372,Bracing System,3,1733.4702702702702,2023-04-30
224,9927611,57820,Walart,8327493,IronGrip Nuts & Bolts pack,2,546.0,2023-11-03
225,7605777,57820-1,McDonalds New York,8473612,Steel Chain,2,378.0,2023-12-22
226,8669675,57820,Walart,9375732,PivotPlus Hinges,2,6.345046906490468,2023-03-11
227,8373124,71405-13424315134,Atlanta Mc'Donalds,9375732,PivotPlus Hinges,2,6.345046906490468,2023-09-23
228,5780155,71405-13424315134,Atlanta Mc'Donalds,2394206,Aluminum Head Bolt,1,10.0,2023-06-17
229,6608171,71405-2345234,AppleLosAngeles,3958382,Red Clamps,3,36.0,2023-07-29
230,5435116,71405,Apple Headquarters,2394206,Aluminum Head Bolt,1,10.0,2023-07-31
231,8669675,57820,Walart,8327493,IronGrip Nuts & Bolts pack,4,1092.0,2023-03-11
232,6813422,57820,McDonalds HQ,5927583,MaxBond Anchors,4,40.0,2023-12-24
233,8571159,10539-1224132423,MAG Industrial Branch,9382754,Safety Lock,2,260.0,2023-04-20
234,7538313,71405-2345234,AppleLosAngeles,8473612,Steel Chain,4,756.0,2023-11-20
235,8887432,71405,Apple Headquarters,8327493,IronGrip Nuts & Bolts pack,2,546.0,2023-02-03
236,5802898,57820-124124,Walmart Shop,9375732,PivotPlus Hinges,1,3.172523453245234,2023-06-30
237,9927611,57820,Walart,1958372,Bracing System,5,2889.117117117117,2023-11-03
238,7704374,71405-13424315134,LA Apple Shop,4938583,SolidSpan Coupling,1,5.3,2023-04-30
239,8281707,10539,MAG Industries,4938583,SolidSpan Coupling,4,21.2,2023-10-20
240,8797113,71405,Apple Headquarters,9382754,Safety Lock,2,260.0,2023-11-20
241,5924893,19642,Microsolutions Inc,4206932,Megafix Fastener,3,4.117027027027027,2023-04-05
242,9201671,57820,McDonalds,4206932,Megafix Fastener,4,5.48936936936937,2023-02-08
243,7219967,71405,Apple Headquarters,9375732,PivotPlus Hinges,3,9.517570359735704,2023-03-30
244,9250285,57820-1,McDonalds New York,4938583,SolidSpan Coupling,5,26.5,2023-08-06
245,7741685,71405-13424315134,LA Apple Shop,9382754,Safety Lock,3,390.0,2023-10-14
246,5802898,57820-124124,Walmart Shop,2756483,Truefit Seals,3,12.702739036036036,2023-06-30
247,7605777,57820-1,McDonalds New York,2394206,Aluminum Head Bolt,1,10.0,2023-12-22
248,9201981,57820,Mc'Donalds HQ,2064306,Steel Screw,3,0.30000000000000004,2023-11-03
249,5435116,71405,Apple Headquarters,3958382,Red Clamps,1,12.0,2023-07-31
250,9966608,57820,Walart,3958382,Red Clamps,3,36.0,2023-06-14
251,7800223,71405-13424315134,LA Apple Shop,4206932,Megafix Fastener,2,2.744684684684685,2023-06-01
252,8935116,57820-124124,Hollywood Walmartt ,4938583,SolidSpan Coupling,1,5.3,2023-01-31
253,8590830,71405-2345234,AppleLosAngeles,2394206,Aluminum Head Bolt,4,40.0,2023-07-02
254,5856368,71405,Apple Headquarters,4206932,Megafix Fastener,3,4.117027027027027,2023-09-28
255,9044081,57820-2,McDonalds Miami,1958372,Bracing System,3,1733.4702702702702,2023-11-25
256,8496128,57820-124124,Walmart Shop,4938583,SolidSpan Coupling,4,21.2,2023-03-20
257,5802898,57820-124124,Walmart Shop,9382754,Safety Lock,3,390.0,2023-06-30
258,6493668,57820,Mc'Donalds HQ,5927583,MaxBond Anchors,5,50.0,2023-10-09
259,8874811,71405,Apple Headquarters,2756483,Truefit Seals,3,12.702739036036036,2023-11-11
260,5351424,57820,Walmart,9375732,PivotPlus Hinges,2,6.345046906490468,2023-08-18
261,8764735,71405-2345234,AppleLosAngeles,2394206,Aluminum Head Bolt,4,40.0,2023-12-24
262,7275472,71405-2345234,AppleLosAngeles,9375732,PivotPlus Hinges,5,15.86261726622617,2024-01-27
263,8734418,71405,Apple Headquarters,5927583,MaxBond Anchors,2,20.0,2023-02-14
264,7538313,71405-2345234,AppleLosAngeles,5927583,MaxBond Anchors,2,20.0,2023-11-20
265,9966608,57820,Walart,8473612,Steel Chain,5,945.0,2023-06-14
266,6648395,57820-1,McDonalds New York,1958372,Bracing System,3,1733.4702702702702,2023-11-11
267,5924893,19642,Microsolutions Inc,9382754,Safety Lock,4,520.0,2023-04-05
268,6679463,10539,EKG Technologies,8327493,IronGrip Nuts & Bolts pack,5,1365.0,2023-11-14
269,6553930,71405-2345234,AppleLosAngeles,3958382,Red Clamps,2,24.0,2023-10-08
270,7605777,57820-1,McDonalds New York,9375732,PivotPlus Hinges,2,6.345046906490468,2023-12-22
271,8935116,57820-124124,Hollywood Walmartt ,8327493,IronGrip Nuts & Bolts pack,1,273.0,2023-01-31
272,8887432,71405,Apple Headquarters,1958372,Bracing System,5,2889.117117117117,2023-02-03
273,8675068,19642,Microsolutions,8473612,Steel Chain,5,945.0,2023-08-10
274,5762864,57820,McDonalds HQ,9382754,Safety Lock,3,390.0,2023-04-05
275,6109959,10539,EKG Technologies,1958372,Bracing System,3,1733.4702702702702,2023-01-31
276,9927611,57820,Walart,8327493,IronGrip Nuts & Bolts pack,5,1365.0,2023-11-03
277,5826622,57820,McDonalds HQ,2064306,Steel Screw,1,0.1,2023-03-18
278,6350786,57820-1,McDonalds New York,1958372,Bracing System,1,577.8234234234234,2023-03-11
279,7858307,71405-13424315134,Atlanta Mc'Donalds,2064306,Steel Screw,1,0.1,2023-04-30
280,6553930,71405-2345234,AppleLosAngeles,3958382,Red Clamps,4,48.0,2023-10-08
281,6214753,71405-77,Apple - Grand Central Station,8473612,Steel Chain,5,945.0,2023-07-27
282,9424046,19642,Microsolutions,4206932,Megafix Fastener,2,2.744684684684685,2023-07-02
283,5180268,57820,Walmart,3958382,Red Clamps,1,12.0,2023-07-18
284,8764735,71405-2345234,AppleLosAngeles,9375732,PivotPlus Hinges,2,6.345046906490468,2023-12-24
285,5667049,10539-1224132423,MAG Industrial Branch,9382754,Safety Lock,4,520.0,2023-07-04
286,9063674,10539,EKG Technologies,8327493,IronGrip Nuts & Bolts pack,2,546.0,2023-11-25
287,7219967,71405,Apple Headquarters,9375732,PivotPlus Hinges,5,15.86261726622617,2023-03-30
288,6102609,57820,Mc'Donalds HQ,2394206,Aluminum Head Bolt,1,10.0,2023-02-21
289,5180268,57820,Walmart,8473612,Steel Chain,4,756.0,2023-07-18
290,8675068,19642,Microsolutions,9382754,Safety Lock,4,520.0,2023-08-10
291,5844059,57820,Walmart,4206932,Megafix Fastener,3,4.117027027027027,2023-10-25
292,8281707,10539,MAG Industries,8473612,Steel Chain,2,378.0,2023-10-20
293,7639592,57820,McDonalds Headquarters,3958382,Red Clamps,2,24.0,2023-12-24
294,8697737,57820-2,McDonalds Miami,8473612,Steel Chain,1,189.0,2023-10-02
295,8874811,71405,Apple Headquarters,4206932,Megafix Fastener,1,1.3723423423423424,2023-11-11
296,9980759,19642,Microsolutions,4206932,Megafix Fastener,3,4.117027027027027,2023-05-21
297,7275472,71405-2345234,AppleLosAngeles,2756483,Truefit Seals,5,21.171231726726724,2024-01-27
298,8764735,71405-2345234,AppleLosAngeles,4938583,SolidSpan Coupling,4,21.2,2023-12-24
299,9142597,57820-1,McDonalds New York,4938583,SolidSpan Coupling,2,10.6,2023-10-02
